4.473679999999999879e-01,-6.966290000000000537e-01
4.753359999999999808e-01,-6.964500000000000135e-01
5.033790000000000209e-01,-6.962699999999999445e-01
5.313020000000000520e-01,-6.960910000000000153e-01
5.592340000000000089e-01,-6.959119999999999751e-01
5.871239999999999792e-01,-6.957330000000000458e-01
6.154349999999999543e-01,-6.955510000000000304e-01
6.432189999999999852e-01,-6.953719999999999901e-01
6.712310000000000221e-01,-6.951929999999999499e-01
6.990629999999999900e-01,-6.950140000000000207e-01
7.271210000000000173e-01,-6.948339999999999517e-01
7.550120000000000164e-01,-6.946539999999999937e-01
7.831850000000000200e-01,-6.944730000000000070e-01
8.110469999999999624e-01,-6.942939999999999667e-01
8.391640000000000210e-01,-6.941129999999999800e-01
8.669799999999999729e-01,-6.939340000000000508e-01
8.949009999999999465e-01,-6.937550000000000106e-01
9.228570000000000384e-01,-6.935750000000000526e-01
9.509279999999999955e-01,-6.933939999999999548e-01
9.788099999999999579e-01,-6.932139999999999969e-01
1.006931999999999938e+00,-6.930330000000000101e-01
1.034901999999999989e+00,-6.928530000000000522e-01
1.062867000000000006e+00,-6.926729999999999832e-01
1.090724999999999945e+00,-6.924930000000000252e-01
1.118942000000000103e+00,-6.923110000000000097e-01
1.146681999999999979e+00,-6.921319999999999695e-01
1.174792999999999976e+00,-6.919509999999999827e-01
1.202657000000000087e+00,-6.917710000000000248e-01
1.230636999999999981e+00,-6.915900000000000380e-01
1.258733000000000102e+00,-6.914090000000000513e-01
1.286696000000000062e+00,-6.912279999999999536e-01
1.314564999999999984e+00,-6.910479999999999956e-01
1.342818999999999985e+00,-6.908659999999999801e-01
1.370665999999999940e+00,-6.906860000000000221e-01
1.398498999999999937e+00,-6.905059999999999532e-01
1.426490999999999953e+00,-6.903249999999999664e-01
1.454499999999999904e+00,-6.901439999999999797e-01
1.482461999999999946e+00,-6.899629999999999930e-01
1.510521999999999920e+00,-6.897809999999999775e-01
1.538551000000000002e+00,-6.895999999999999908e-01
1.566438999999999915e+00,-6.894190000000000040e-01
1.594400999999999957e+00,-6.892380000000000173e-01
1.622476999999999947e+00,-6.890560000000000018e-01
1.650360999999999967e+00,-6.888750000000000151e-01
1.678436999999999957e+00,-6.886929999999999996e-01
1.706401000000000057e+00,-6.885120000000000129e-01
1.734299999999999953e+00,-6.883310000000000262e-01
1.762318999999999969e+00,-6.881490000000000107e-01
1.790288000000000102e+00,-6.879680000000000240e-01
1.818281000000000036e+00,-6.877860000000000085e-01
1.846416999999999975e+00,-6.876029999999999642e-01
1.874346999999999985e+00,-6.874219999999999775e-01
1.902250999999999914e+00,-6.872409999999999908e-01
1.930206000000000088e+00,-6.870589999999999753e-01
1.958185999999999982e+00,-6.868769999999999598e-01
1.986210999999999949e+00,-6.866950000000000554e-01
2.014340999999999937e+00,-6.865120000000000111e-01
2.042339999999999822e+00,-6.863299999999999956e-01
2.070412999999999837e+00,-6.861469999999999514e-01
2.098125000000000018e+00,-6.859669999999999934e-01
2.126101999999999936e+00,-6.857849999999999779e-01
2.154069999999999929e+00,-6.856029999999999625e-01
2.182167999999999886e+00,-6.854200000000000292e-01
2.210163000000000100e+00,-6.852380000000000138e-01
2.238231999999999999e+00,-6.850549999999999695e-01
2.266037999999999997e+00,-6.848729999999999540e-01
2.294010000000000105e+00,-6.846910000000000496e-01
2.322102999999999806e+00,-6.845080000000000053e-01
2.350156999999999829e+00,-6.843249999999999611e-01
2.378054999999999808e+00,-6.841429999999999456e-01
2.406092999999999815e+00,-6.839600000000000124e-01
2.434044999999999792e+00,-6.837779999999999969e-01
2.462037000000000031e+00,-6.835949999999999527e-01
2.489932000000000034e+00,-6.834130000000000482e-01
2.518191999999999986e+00,-6.832279999999999465e-01
2.545891000000000126e+00,-6.830469999999999597e-01
2.573878999999999806e+00,-6.828640000000000265e-01
2.601984999999999992e+00,-6.826799999999999535e-01
2.629847999999999963e+00,-6.824980000000000491e-01
2.657865000000000144e+00,-6.823150000000000048e-01
2.685896000000000061e+00,-6.821319999999999606e-01
2.713817999999999842e+00,-6.819490000000000274e-01
2.741797000000000040e+00,-6.817659999999999831e-01
2.769791999999999810e+00,-6.815820000000000212e-01
2.797817999999999916e+00,-6.813989999999999769e-01
2.825794999999999835e+00,-6.812160000000000437e-01
2.853953000000000184e+00,-6.810310000000000530e-01
2.881873999999999825e+00,-6.808480000000000087e-01
2.909771000000000107e+00,-6.806649999999999645e-01
2.937736999999999821e+00,-6.804820000000000313e-01
2.965831000000000106e+00,-6.802979999999999583e-01
2.993757000000000001e+00,-6.801139999999999963e-01
3.021819999999999951e+00,-6.799300000000000344e-01
3.049809999999999910e+00,-6.797459999999999614e-01
3.077792999999999779e+00,-6.795630000000000281e-01
3.105665000000000120e+00,-6.793799999999999839e-01
3.133783999999999903e+00,-6.791949999999999932e-01
3.161690999999999807e+00,-6.790119999999999489e-01
3.189646999999999899e+00,-6.788279999999999870e-01
3.217764999999999986e+00,-6.786429999999999962e-01
3.245737000000000094e+00,-6.784590000000000343e-01
3.273737000000000119e+00,-6.782749999999999613e-01
3.301708999999999783e+00,-6.780909999999999993e-01
3.329635000000000122e+00,-6.779070000000000373e-01
3.357680000000000220e+00,-6.777229999999999643e-01
3.385720000000000063e+00,-6.775379999999999736e-01
3.413853000000000026e+00,-6.773529999999999829e-01
3.441701999999999817e+00,-6.771690000000000209e-01
3.469689999999999941e+00,-6.769849999999999479e-01
3.497679000000000205e+00,-6.767999999999999572e-01
3.525643000000000082e+00,-6.766159999999999952e-01
3.553710000000000147e+00,-6.764310000000000045e-01
3.581536999999999971e+00,-6.762470000000000425e-01
3.609738000000000113e+00,-6.760610000000000230e-01
3.637767999999999891e+00,-6.758760000000000323e-01
3.665488999999999997e+00,-6.756929999999999881e-01
3.693534999999999791e+00,-6.755079999999999973e-01
3.721493000000000162e+00,-6.753230000000000066e-01
3.749473000000000056e+00,-6.751390000000000446e-01
3.777483000000000146e+00,-6.749540000000000539e-01
3.805654999999999788e+00,-6.747670000000000057e-01
3.833629999999999871e+00,-6.745820000000000149e-01
3.861619000000000135e+00,-6.743970000000000242e-01
3.889434000000000058e+00,-6.742129999999999512e-01
3.917677999999999994e+00,-6.740270000000000428e-01
3.945559999999999956e+00,-6.738420000000000520e-01
3.973543999999999965e+00,-6.736569999999999503e-01
4.001414999999999722e+00,-6.734719999999999596e-01
4.029503000000000057e+00,-6.732860000000000511e-01
4.057514000000000287e+00,-6.731009999999999494e-01
4.085415000000000241e+00,-6.729159999999999586e-01
4.113375999999999699e+00,-6.727309999999999679e-01
4.141541000000000139e+00,-6.725440000000000307e-01
4.169374999999999609e+00,-6.723590000000000400e-01
4.197545999999999999e+00,-6.721719999999999917e-01
4.225355999999999668e+00,-6.719880000000000297e-01
4.253372999999999848e+00,-6.718020000000000103e-01
4.281438999999999773e+00,-6.716159999999999908e-01
4.309450000000000003e+00,-6.714299999999999713e-01
4.337334000000000245e+00,-6.712449999999999806e-01
4.365542999999999729e+00,-6.710570000000000146e-01
4.393415000000000070e+00,-6.708720000000000239e-01
4.421344000000000385e+00,-6.706860000000000044e-01
4.449345000000000105e+00,-6.704999999999999849e-01
4.477505999999999986e+00,-6.703130000000000477e-01
4.505414000000000030e+00,-6.701270000000000282e-01
4.533370999999999817e+00,-6.699410000000000087e-01
4.561365999999999588e+00,-6.697549999999999892e-01
4.589409999999999989e+00,-6.695680000000000520e-01
4.617281000000000191e+00,-6.693829999999999503e-01
4.645350999999999786e+00,-6.691960000000000131e-01
4.673357000000000205e+00,-6.690089999999999648e-01
4.701360000000000205e+00,-6.688229999999999453e-01
4.729349000000000025e+00,-6.686360000000000081e-01
4.757331999999999894e+00,-6.684499999999999886e-01
4.785233999999999988e+00,-6.682639999999999691e-01
4.813344999999999985e+00,-6.680760000000000032e-01
4.841344000000000314e+00,-6.678889999999999549e-01
4.869290999999999592e+00,-6.677030000000000465e-01
4.897380000000000067e+00,-6.675149999999999695e-01
4.925297999999999732e+00,-6.673289999999999500e-01
4.953218999999999816e+00,-6.671430000000000415e-01
4.981307000000000151e+00,-6.669549999999999645e-01
5.009195000000000064e+00,-6.667689999999999451e-01
5.037175999999999654e+00,-6.665820000000000078e-01
5.065337000000000423e+00,-6.663930000000000131e-01
5.093276000000000359e+00,-6.662069999999999936e-01
5.121286999999999701e+00,-6.660190000000000277e-01
5.149264999999999759e+00,-6.658319999999999794e-01
5.177194000000000074e+00,-6.656450000000000422e-01
5.205330000000000013e+00,-6.654569999999999652e-01
5.233149000000000051e+00,-6.652709999999999457e-01
5.261314999999999742e+00,-6.650819999999999510e-01
5.289244000000000057e+00,-6.648950000000000138e-01
5.317140000000000200e+00,-6.647079999999999655e-01
5.345132000000000438e+00,-6.645210000000000283e-01
5.373159000000000241e+00,-6.643329999999999513e-01
5.401110000000000078e+00,-6.641449999999999854e-01
5.429412000000000127e+00,-6.639559999999999906e-01
5.457124999999999559e+00,-6.637699999999999712e-01
5.485153000000000389e+00,-6.635820000000000052e-01
5.513113999999999848e+00,-6.633940000000000392e-01
5.541225999999999985e+00,-6.632050000000000445e-01
5.569097000000000186e+00,-6.630179999999999962e-01
5.597099000000000046e+00,-6.628300000000000303e-01
5.625253999999999976e+00,-6.626410000000000355e-01
5.653209000000000373e+00,-6.624529999999999585e-01
5.681155000000000399e+00,-6.622649999999999926e-01
5.709184999999999732e+00,-6.620770000000000266e-01
5.737175999999999831e+00,-6.618889999999999496e-01
5.765064999999999884e+00,-6.617009999999999836e-01
5.793287000000000297e+00,-6.615109999999999602e-01
5.821195999999999593e+00,-6.613229999999999942e-01
5.849285000000000068e+00,-6.611339999999999995e-01
5.877044999999999852e+00,-6.609469999999999512e-01
5.905160000000000409e+00,-6.607579999999999565e-01
5.933081999999999745e+00,-6.605699999999999905e-01
5.961164000000000129e+00,-6.603809999999999958e-01
5.989054999999999573e+00,-6.601930000000000298e-01
6.017053999999999903e+00,-6.600040000000000351e-01
6.045128000000000057e+00,-6.598150000000000404e-01
6.073148999999999909e+00,-6.596260000000000456e-01
6.101122000000000156e+00,-6.594370000000000509e-01
6.129133000000000386e+00,-6.592479999999999452e-01
6.157112999999999836e+00,-6.590589999999999504e-01
6.185019999999999740e+00,-6.588709999999999845e-01
6.213128000000000206e+00,-6.586809999999999610e-01
6.241019999999999790e+00,-6.584919999999999662e-01
6.269012000000000029e+00,-6.583029999999999715e-01
6.297043000000000390e+00,-6.581139999999999768e-01
6.325237000000000442e+00,-6.579230000000000356e-01
6.352979999999999627e+00,-6.577359999999999873e-01
6.381015999999999799e+00,-6.575450000000000461e-01
6.409137000000000306e+00,-6.573510000000000186e-01
6.436987000000000236e+00,-6.571559999999999624e-01
6.465105000000000324e+00,-6.569519999999999804e-01
6.493155999999999928e+00,-6.567399999999999904e-01
6.521111000000000324e+00,-6.565210000000000212e-01
6.549059999999999881e+00,-6.562940000000000440e-01
6.576982000000000106e+00,-6.560580000000000300e-01
6.605061000000000071e+00,-6.558110000000000328e-01
6.632990999999999637e+00,-6.555539999999999701e-01
