2.876615, 0.000000, 0.000000, 0.006311
2.876609, 0.000000, 0.000000, 0.001135
2.876611, 0.000000, 0.000000, 0.007542
2.876603, 0.000000, 0.000000, 0.000678
2.876604, 0.000000, 0.000000, 0.008675
2.876597, 0.000000, 0.000000, 0.001811
2.876595, 0.000000, 0.000000, 0.006810
2.876609, 0.000000, 0.000000, 0.010238
2.876600, 0.000000, 0.000000, 0.003403
2.876598, 0.000000, 0.000000, 0.003307
2.876600, 0.000000, 0.000000, 0.002522
2.876598, 0.000000, 0.000000, 0.003256
2.876601, 0.000000, 0.000000, 0.004062
2.876593, 0.000000, 0.000000, 0.012681
2.876606, 0.000000, 0.000000, 0.004449
2.876611, 0.000000, 0.000000, 0.006520
2.876605, 0.000000, 0.000000, 0.001759
2.876607, 0.000000, 0.000000, 0.006236
2.876601, 0.000000, 0.000000, 0.000800
2.876602, 0.000000, 0.000000, 0.006640
2.876595, 0.000000, 0.000000, 0.001572
2.876597, 0.000000, 0.000000, 0.006756
2.876590, 0.000000, 0.000000, 0.002370
2.876593, 0.000000, 0.000000, 0.011144
2.876581, 0.000000, 0.000000, 0.001896
2.876579, 0.000000, 0.000000, 0.005083
2.876584, 0.000000, 0.000000, 0.001776
2.876581, 0.000000, 0.000000, 0.009560
2.876604, 0.000000, 0.000000, 0.009974
2.876594, 0.000000, 0.000000, 0.001646
2.876588, 0.000000, 0.000000, 0.028444
2.876611, 0.000000, 0.000000, 0.021543
2.876634, 0.000000, 0.000000, 0.012900
2.876649, 0.000000, 0.000000, 0.003384
2.876653, 0.000000, 0.000000, 0.007040
2.876647, 0.000000, 0.000000, 0.000128
2.876647, 0.000000, 0.000000, 0.006389
2.876654, 0.000000, 0.000000, 0.002020
2.876652, 0.000000, 0.000000, 0.005629
2.876657, 0.000000, 0.000000, 0.002635
2.876654, 0.000000, 0.000000, 0.007905
2.876660, 0.000000, 0.000000, 0.001296
2.876662, 0.000000, 0.000000, 0.006880
2.876655, 0.000000, 0.000000, 0.001127
2.876658, 0.000000, 0.000000, 0.019929
2.876632, 0.000000, 0.000000, 0.009297
2.876623, 0.000000, 0.000000, 0.000819
2.876622, 0.000000, 0.000000, 0.007378
2.876629, 0.000000, 0.000000, 0.000902
2.876628, 0.000000, 0.000000, 0.007506
2.876674, 0.000000, 0.000000, 0.042305
2.876599, 0.000000, 0.000000, 0.027655
2.876577, 0.000000, 0.000000, 0.021131
2.876557, 0.000000, 0.000000, 0.013507
2.876547, 0.000000, 0.000000, 0.007580
2.876543, 0.000000, 0.000000, 0.002363
2.876540, 0.000000, 0.000000, 0.006690
2.876546, 0.000000, 0.000000, 0.000388
2.876545, 0.000000, 0.000000, 0.014802
2.876558, 0.000000, 0.000000, 0.007397
2.876564, 0.000000, 0.000000, 0.001416
2.876565, 0.000000, 0.000000, 0.005299
2.876561, 0.000000, 0.000000, 0.000554
2.876562, 0.000000, 0.000000, 0.007843
2.876554, 0.000000, 0.000000, 0.000554
2.876554, 0.000000, 0.000000, 0.007568
2.876547, 0.000000, 0.000000, 0.000698
2.876547, 0.000000, 0.000000, 0.007564
2.876540, 0.000000, 0.000000, 0.000690
2.876543, 0.000000, 0.000000, 0.034514
2.876520, 0.000000, 0.000000, 0.029140
2.876487, 0.000000, 0.000000, 0.019833
2.876474, 0.000000, 0.000000, 0.014130
2.876458, 0.000000, 0.000000, 0.004783
2.876453, 0.000000, 0.000000, 0.003013
2.876460, 0.000000, 0.000000, 0.016148
2.876443, 0.000000, 0.000000, 0.007095
2.876422, 0.000000, 0.000000, 0.017201
2.876443, 0.000000, 0.000000, 0.006942
2.876450, 0.000000, 0.000000, 0.000955
2.876448, 0.000000, 0.000000, 0.009843
2.876468, 0.000000, 0.000000, 0.006498
2.876460, 0.000000, 0.000000, 0.003279
2.876463, 0.000000, 0.000000, 0.003802
2.876460, 0.000000, 0.000000, 0.002659
2.876463, 0.000000, 0.000000, 0.006298
2.876457, 0.000000, 0.000000, 0.001712
2.876459, 0.000000, 0.000000, 0.006977
2.876432, 0.000000, 0.000000, 0.025068
2.876454, 0.000000, 0.000000, 0.017770
2.876473, 0.000000, 0.000000, 0.008945
2.876482, 0.000000, 0.000000, 0.000812
2.876483, 0.000000, 0.000000, 0.010467
2.876457, 0.000000, 0.000000, 0.009808
2.876478, 0.000000, 0.000000, 0.007615
2.876470, 0.000000, 0.000000, 0.000172
2.876471, 0.000000, 0.000000, 0.006000
2.876454, 0.000000, 0.000000, 0.017134
2.876474, 0.000000, 0.000000, 0.007175
2.876482, 0.000000, 0.000000, 0.001156
2.876481, 0.000000, 0.000000, 0.007005
2.876488, 0.000000, 0.000000, 0.001713
2.876486, 0.000000, 0.000000, 0.005893
2.876492, 0.000000, 0.000000, 0.002560
2.876490, 0.000000, 0.000000, 0.005692
2.876496, 0.000000, 0.000000, 0.002672
2.876493, 0.000000, 0.000000, 0.005648
2.876508, 0.000000, 0.000000, 0.016576
2.876491, 0.000000, 0.000000, 0.007836
2.876459, 0.000000, 0.000000, 0.025265
2.876478, 0.000000, 0.000000, 0.019131
2.876498, 0.000000, 0.000000, 0.010493
2.876508, 0.000000, 0.000000, 0.002480
2.876511, 0.000000, 0.000000, 0.006146
2.876503, 0.000000, 0.000000, 0.003537
2.876507, 0.000000, 0.000000, 0.003720
2.876503, 0.000000, 0.000000, 0.004024
2.876512, 0.000000, 0.000000, 0.014240
2.876499, 0.000000, 0.000000, 0.006936
2.876491, 0.000000, 0.000000, 0.002515
2.876497, 0.000000, 0.000000, 0.016069
2.876467, 0.000000, 0.000000, 0.000797
2.876466, 0.000000, 0.000000, 0.012275
2.876484, 0.000000, 0.000000, 0.000507
2.876484, 0.000000, 0.000000, 0.008218
2.876479, 0.000000, 0.000000, 0.002585
2.876477, 0.000000, 0.000000, 0.002700
2.876481, 0.000000, 0.000000, 0.010839
2.876472, 0.000000, 0.000000, 0.003365
2.876469, 0.000000, 0.000000, 0.003277
2.876472, 0.000000, 0.000000, 0.003454
2.876469, 0.000000, 0.000000, 0.002754
2.876472, 0.000000, 0.000000, 0.007479
2.876465, 0.000000, 0.000000, 0.001030
2.876466, 0.000000, 0.000000, 0.006006
2.876460, 0.000000, 0.000000, 0.001178
2.876462, 0.000000, 0.000000, 0.007528
2.876447, 0.000000, 0.000000, 0.008216
2.876456, 0.000000, 0.000000, 0.000163
2.876455, 0.000000, 0.000000, 0.006139
2.876459, 0.000000, 0.000000, 0.000924
2.876460, 0.000000, 0.000000, 0.004045
2.876456, 0.000000, 0.000000, 0.004294
2.876460, 0.000000, 0.000000, 0.004186
2.876456, 0.000000, 0.000000, 0.004701
2.876460, 0.000000, 0.000000, 0.002688
2.876457, 0.000000, 0.000000, 0.005593
2.876463, 0.000000, 0.000000, 0.002792
2.876460, 0.000000, 0.000000, 0.006895
2.876467, 0.000000, 0.000000, 0.002477
2.876461, 0.000000, 0.000000, 0.017868
2.876486, 0.000000, 0.000000, 0.006432
2.876510, 0.000000, 0.000000, 0.024475
2.876480, 0.000000, 0.000000, 0.014348
2.876463, 0.000000, 0.000000, 0.004669
2.876459, 0.000000, 0.000000, 0.003695
2.876462, 0.000000, 0.000000, 0.003401
2.876459, 0.000000, 0.000000, 0.002842
2.876462, 0.000000, 0.000000, 0.005492
2.876453, 0.000000, 0.000000, 0.008429
2.876463, 0.000000, 0.000000, 0.001181
2.876462, 0.000000, 0.000000, 0.006013
2.876467, 0.000000, 0.000000, 0.000935
2.876466, 0.000000, 0.000000, 0.006988
2.876472, 0.000000, 0.000000, 0.000056
2.876472, 0.000000, 0.000000, 0.006154
2.876466, 0.000000, 0.000000, 0.001084
2.876467, 0.000000, 0.000000, 0.007111
2.876460, 0.000000, 0.000000, 0.001135
2.876461, 0.000000, 0.000000, 0.007211
2.876454, 0.000000, 0.000000, 0.000839
2.876455, 0.000000, 0.000000, 0.007719
2.876446, 0.000000, 0.000000, 0.001830
2.876448, 0.000000, 0.000000, 0.006376
2.876442, 0.000000, 0.000000, 0.000912
2.876443, 0.000000, 0.000000, 0.006500
2.876401, 0.000000, 0.000000, 0.047489
2.876519, 0.000000, 0.000000, 0.026951
2.876547, 0.000000, 0.000000, 0.018187
2.876578, 0.000000, 0.000000, 0.004528
2.876582, 0.000000, 0.000000, 0.003300
2.876578, 0.000000, 0.000000, 0.005444
2.876584, 0.000000, 0.000000, 0.002619
2.876581, 0.000000, 0.000000, 0.005737
2.876608, 0.000000, 0.000000, 0.033608
2.876582, 0.000000, 0.000000, 0.027048
2.876555, 0.000000, 0.000000, 0.019025
2.876535, 0.000000, 0.000000, 0.010252
2.876520, 0.000000, 0.000000, 0.002013
2.876522, 0.000000, 0.000000, 0.008086
